ID_CLIENTE,GENERO_Male,ADULTO_MAYOR_1,CASADO_Yes,PERSONAS_A_CARGO_Yes,TIENE_TELEFONIA_Yes,VARIAS_LINEAS_No phone service,VARIAS_LINEAS_Yes,TIPO_INTERNET_Fiber optic,TIPO_INTERNET_No,SEGURIDAD_EN_LINEA_No internet service,SEGURIDAD_EN_LINEA_Yes,COPIA_DE_SEGURIDAD_No internet service,COPIA_DE_SEGURIDAD_Yes,PROTECCION_DISPOSITIVO_No internet service,PROTECCION_DISPOSITIVO_Yes,SOPORTE_TECNICO_No internet service,SOPORTE_TECNICO_Yes,SERVICIO_TV_No internet service,SERVICIO_TV_Yes,SERVICIOS_STREAMING_No internet service,SERVICIOS_STREAMING_Yes,PERIODO_CONTRATO_One year,PERIODO_CONTRATO_Two year,FACTURACION_ELECTRONICA_Yes,METODO_PAGO_Credit card (automatic),METODO_PAGO_Electronic check,METODO_PAGO_Mailed check,ABANDONO_Yes,MESES_COMO_CLIENTE,COBRO_MENSUAL
6551-GNYDG,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,-0.32608695652173914,0.1941122355105798
9167-APMXZ,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,-0.15217391304347827,0.25390984360625596
2749-CTKAJ,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,-0.15217391304347827,-0.9236430542778289
6371-NZYEG,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,-0.2826086956521739,-0.11223551057957673
7554-NEWDD,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,-0.41304347826086957,-0.8215271389144434
8992-VONJD,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,-0.34782608695652173,-0.264029438822447
0867-MKZVY,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.1956521739130435,0.22171113155473804
4482-EWFMI,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,-0.5869565217391305,-0.011959521619135079
4648-YPBTM,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0.5217391304347826,0.06531738730450803
2907-ILJBN,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,-0.391304347826087,-0.9153633854645814
6345-FZOQH,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0.8695652173913043,-0.9282428702851886
3376-BMGFE,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.5434782608695652,0.010119595216191563
5997-OPVFA,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0.9347826086956522,0.34406623735050607
3445-HXXGF,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0.6304347826086957,-0.46090156393744247
1159-WFSGR,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,-0.2826086956521739,-0.9190432382704692
7654-YWJUF,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0.30434782608695654,0.25574977000919974
1875-QIVME,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,-0.5869565217391305,0.6264949402023922
6727-IOTLZ,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,-0.32608695652173914,0.21343146274149052
0691-JVSYA,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0.5217391304347826,0.4507819687212512
5918-VUKWP,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0.06521739130434782,-0.9162833486660534
1744-JHKYS,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0.10869565217391304,-0.8399264029438822
2656-FMOKZ,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,-0.30434782608695654,0.07543698252069933
2070-FNEXE,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.4782608695652174,0.11223551057957698
5947-SGKCL,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,-0.30434782608695654,0.6439742410303588
3712-PKXZA,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0.6956521739130435,-0.9162833486660534
6317-YPKDH,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.6086956521739131,-0.7433302667893283
6582-OIVSP,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.6086956521739131,-0.46090156393744247
9367-WXLCH,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-0.45652173913043476,0.26034958601655944
5524-KHNJP,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0.08695652173913043,0.08095676172953094
1918-ZBFQJ,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,-0.34782608695652173,0.16375344986200563
1024-GUALD,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,-0.6086956521739131,-0.8380864765409384
4827-USJHP,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-0.1956521739130435,-0.34130634774609014
8167-GJLRN,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.5652173913043478,-0.735050597976081
0956-SYCWG,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,-0.34782608695652173,-0.9328426862925483
8017-UVSZU,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.2391304347826087,-0.2529898804047837
7100-FQPRV,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0.30434782608695654,0.028518859245630388
2472-OVKUP,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,-0.5,0.3799448022079118
2984-RGEYA,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0.8695652173913043,-0.9310027598896045
9680-NIAUV,0,0,1,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0.9347826086956522,0.724011039558418
2146-EGVDT,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0.6521739130434783,-0.939282428702852
2604-IJPDU,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,-0.1956521739130435,0.48206071757129726
9178-JHUVJ,1,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,-0.10869565217391304,-0.8509659613615455
6168-YBYNP,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0.6521739130434783,0.7543698252069918
7255-SSFBC,1,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0.9347826086956522,0.7709291628334869
3645-DEYGF,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,-0.6086956521739131,-0.9126034958601655
9323-HGFWY,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,-0.043478260869565216,0.5804967801287951
8544-GOQSH,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,-0.32608695652173914,0.17847286108555666
3363-DTIVD,1,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0.9130434782608695,0.6476540938362467
7018-WBJNK,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,-0.34782608695652173,0.1462741490340387
9142-KZXOP,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.32608695652173914,-0.027598896044158237
7674-YTAFD,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0.08695652173913043,0.17663293468261287
6348-SNFUS,1,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0.9347826086956522,-0.27414903403863833
1285-OKIPP,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,-0.6086956521739131,0.17571297148114098
7825-ECJRF,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,-0.21739130434782608,0.6669733210671573
1347-KTTTA,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0.7608695652173914,0.5906163753449865
7841-TZDMQ,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,-0.5869565217391305,-0.4480220791168353
4195-NZGTA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.6086956521739131,-0.8298068077276909
7157-SMCFK,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0.6956521739130435,-0.9310027598896045
4709-LKHYG,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0.0,-0.9264029438822448
2504-DSHIH,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,-0.13043478260869565,0.30266789328426874
0699-NDKJM,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0.6086956521739131,-0.21343146274149025
9286-BHDQG,1,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0.9347826086956522,-0.4618215271389144
0230-WEQUW,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0.8043478260869565,-0.2529898804047837
2040-LDIWQ,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0.782608695652174,0.2548298068077279
6496-JDSSB,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,-0.45652173913043476,0.17755289788408476
9408-SSNVZ,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,-0.5434782608695652,-0.003679852805887556
4443-EMBNA,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0.9130434782608695,-0.8390064397424103
6469-MRVET,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,-0.6086956521739131,-0.9227230910763569
0742-MOABM,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,-0.5434782608695652,-0.37350505979760806
5961-VUSRV,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,-0.3695652173913043,-0.9383624655013799
6778-JFCMK,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,-0.10869565217391304,-0.36338546458141663
6341-JVQGF,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0.043478260869565216,0.19871205151793953
2232-DMLXU,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,-0.6086956521739131,-0.27874885004599803
4811-JBUVU,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0.021739130434782608,0.35970561177552923
0945-TSONX,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0.391304347826087,0.27506899724011047
2651-ZCBXV,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0.5434782608695652,0.6927322907083718
3316-UWXUY,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0.45652173913043476,0.4259429622815089
8937-RDTHP,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,-0.6086956521739131,0.2621895124195032
7083-MIOPC,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0.9347826086956522,-0.9218031278748849
1984-GPTEH,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0.0,-0.8316467341306348
1251-KRREG,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,-0.5869565217391305,-0.29346826126954917
0621-JFHOL,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,-0.41304347826086957,-0.749770009199632
9903-LYSAB,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,-0.2391304347826087,0.05151793928242892
0094-OIFMO,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,-0.391304347826087,0.4535418583256671
9227-UAQFT,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,-0.2826086956521739,-0.9310027598896045
7301-ABVAD,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0.9347826086956522,0.2989880404783809
6614-FHDBO,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0.9347826086956522,0.7148114075436984
7576-ASEJU,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0.2608695652173913,0.08003679852805905
9058-HRZSV,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0.782608695652174,0.44250229990800394
4522-AKYLR,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,-0.34782608695652173,-0.28610855565777366
0221-WMXNQ,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.5434782608695652,0.09199632014719412
0303-UNCIP,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0.2608695652173913,-0.09843606255749761
9947-OTFQU,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,-0.30434782608695654,0.07451701931922745
0322-YINQP,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,-0.6086956521739131,-0.40110395584176634
0959-WHOKV,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0.2826086956521739,0.5271389144434224
4075-JFPGR,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0.4782608695652174,0.4259429622815089
4629-NRXKX,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.5869565217391305,0.0009199632014721504
9514-JDSKI,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,-0.6086956521739131,-0.5547378104875804
3282-ZISZV,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0.06521739130434782,0.24563017479300847
3675-YDUPJ,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,-0.41304347826086957,-0.9291628334866605
4111-BNXIF,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0.8260869565217391,-0.19871205151793925
7017-VFHAY,0,0,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0.6956521739130435,0.8233670653173873
6655-LHBYW,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0.45652173913043476,0.8095676172953082
4959-JOSRX,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,-0.5869565217391305,-0.4737810487580496
5046-NUHWD,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0.0,-0.4664213431462741
7273-TEFQD,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,-0.5652173913043478,-0.5372585096596136
3606-TWKGI,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,-0.34782608695652173,0.6724931002759892
7529-ZDFXI,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0.6086956521739131,0.3587856485740571
7605-BDWDC,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0.043478260869565216,-0.3771849126034958
1950-KSVVJ,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0.34782608695652173,0.7902483900643975
0123-CRBRT,0,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0.6956521739130435,0.3265869365225391
6292-TOSSS,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0.45652173913043476,-0.8362465501379945
3197-ARFOY,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,-0.21739130434782608,0.6375344986200554
6323-AYBRX,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0.6521739130434783,-0.9383624655013799
7014-ZZXAW,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0.9130434782608695,-0.8482060717571297
4385-GZQXV,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,-0.2826086956521739,0.4434222631094758
7633-MVPUY,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0.6086956521739131,-0.19503219871205144
6366-ZGQGL,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.6086956521739131,-0.8380864765409384
4716-HHKQH,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,-0.1956521739130435,0.6752529898804049
5940-AHUHD,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.6086956521739131,0.004599816007359706
6432-TWQLB,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,-0.5217391304347826,0.2769089236430545
4484-GLZOU,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0.5,0.6384544618215272
3179-GBRWV,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,-0.17391304347826086,-0.0993560257589695
8645-KWHJO,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,-0.32608695652173914,-0.28242870285188587
4130-MZLCC,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5217391304347826,-0.36430542778288866
0314-TKOSI,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.5,-0.27966881324747006
8229-MYEJZ,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.41304347826086957,-0.35234590616375333
2080-SRCDE,0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,-0.6086956521739131,-0.8270469181232751
9577-WJVCQ,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8478260869565217,-0.29254829806807714
9512-UIBFX,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,-0.2391304347826087,0.45630174793008305
6202-DYYFX,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,-0.15217391304347827,0.10395584176632947
3808-HFKDE,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,-0.1956521739130435,-0.4783808647654093
5583-SXDAG,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.6086956521739131,-0.006439742410303484
3488-PGMQJ,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,-0.45652173913043476,0.07635694572217122
3580-REOAC,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,-0.41304347826086957,-0.4691812327506899
7534-BFESC,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,-0.10869565217391304,0.10579576816927325
3727-OWVYD,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0.13043478260869565,-0.16835326586936508
2294-SALNE,1,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,-0.13043478260869565,0.30266789328426874
4847-TAJYI,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,-0.5,0.3495860165593377
1563-IWQEX,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,-0.3695652173913043,-0.9319227230910763
8203-XJZRC,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,-0.6086956521739131,-0.9218031278748849
6556-DBKZF,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.9130434782608695,0.10487580496780136
6851-WEFYX,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0.13043478260869565,0.5602575896964123
2985-JUUBZ,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0.2391304347826087,0.07727690892364311
6390-DSAZX,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,-0.6086956521739131,0.05979760809567618
0895-LMRSF,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,-0.13043478260869565,-0.10027598896044139
8098-LLAZX,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,-0.5434782608695652,0.46182152713891467
8266-VBFQL,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,-0.5434782608695652,0.36890524379024864
8181-YHCMF,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0.8478260869565217,-0.18491260349586014
2240-HSJQD,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.1956521739130435,0.2115915363385465
1248-DYXUB,1,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0.5,-0.8380864765409384
0265-EDXBD,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.06521739130434782,0.08371665133394686
4115-BNPJY,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0.0,0.09567617295308194
3167-SNQPL,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0.1956521739130435,0.566697332106716
4091-TVOCN,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0.41304347826086957,0.15455381784728622
1098-TDVUQ,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,-0.6086956521739131,-0.9402023919043239
7277-OZCGZ,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,-0.15217391304347827,0.34406623735050607
1557-EMYVT,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0.30434782608695654,0.8224471021159155
2799-ARNLO,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,-0.5217391304347826,-0.018399264029438825
7563-BIUPC,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,-0.5217391304347826,0.18859245630174795
5027-YOCXN,1,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0.4782608695652174,0.7304507819687214
